ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"AT00BUWOG001","BWO","BUWOG AG","Common stock","EUR",2504156,2017-08-22,15:00,25.015,25.015,25.015,25.015,20,1
"CA3809564097","GO5","GOLDCORP INC.","Common stock","EUR",2504198,2017-08-22,15:00,11.01,11.01,11,11.01,1500,3
"CH0038389992","BBZA","BB BIOTECH NAM.   SF 0,20","Common stock","EUR",2504244,2017-08-22,15:00,51.88,51.88,51.88,51.88,444,4
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2017-08-22,15:00,71.88,71.88,71.88,71.88,400,1
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2017-08-22,15:00,106.42,106.42,106.42,106.42,424,1
"LU0274211480","DBXD","DB X-TRACK.DAX ETF(DR)1C","ETF","EUR",2504269,2017-08-22,15:00,119.1,119.1,119.1,119.1,125,1
"LU0378438732","C001","COMSTAGE-DAX UCITS ETF I","ETF","EUR",2504271,2017-08-22,15:00,119.76,119.76,119.76,119.76,20,1
"DE000A0B65S3","PA8","PAION O.N","Common stock","EUR",2504283,2017-08-22,15:00,2.806,2.806,2.806,2.806,217,1
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG","Common stock","EUR",2504287,2017-08-22,15:00,34.885,34.985,34.885,34.895,1371,19
"DE000A0DNAY5","ACX","BET-AT-HOME.COM AG O.N.","Common stock","EUR",2504288,2017-08-22,15:00,103.55,103.55,103.55,103.55,10,2
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2017-08-22,15:00,11.885,11.89,11.885,11.89,4117,6
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-08-22,15:00,120.45,120.45,120.45,120.45,133,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2017-08-22,15:00,35.055,35.07,35.055,35.07,1227,7
"DE000A0JL9W6","VBK","VERBIO VER.BIOENERGIE  ON","Common stock","EUR",2504343,2017-08-22,15:00,10.845,10.85,10.845,10.85,460,3
"DE000A0KEXC7","V3S","VECTRON SYSTEMS      O.N.","Common stock","EUR",2504348,2017-08-22,15:00,23.33,23.33,23.33,23.33,17,2
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2017-08-22,15:00,12.415,12.42,12.415,12.42,1057,5
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2017-08-22,15:00,8.878,8.878,8.878,8.878,636,2
"DE000A0S8488","HHFA","HAMBURG.HAFEN U.LOG.A-SP","Common stock","EUR",2504409,2017-08-22,15:00,26.39,26.39,26.39,26.39,121,2
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2017-08-22,15:00,7.451,7.455,7.451,7.455,2660,4
"DE000A0XYGA7","TTR1","TECHNOTRANS AG NA O.N.","Common stock","EUR",2504432,2017-08-22,15:00,46.24,46.38,46.225,46.38,521,9
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2017-08-22,15:00,15,15,15,15,200,2
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2017-08-22,15:00,28.085,28.085,28.07,28.07,685,7
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2017-08-22,15:00,45.965,45.99,45.965,45.99,670,4
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2017-08-22,15:00,189.9,189.95,189.9,189.95,793,16
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG AG","Common stock","EUR",2504492,2017-08-22,15:00,4.505,4.505,4.505,4.505,467,1
"DE000A1K0235","SMHN","SUESS MICROTEC SE NA O.N.","Common stock","EUR",2504495,2017-08-22,15:00,14.08,14.1,14.08,14.08,2511,14
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2017-08-22,15:00,35.465,35.465,35.46,35.46,87,2
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2017-08-22,15:00,70.7,70.7,70.7,70.7,352,6
"DE000A1TNUT7","DBAN","DT.BETEILIG.AG   NA O.N.","Common stock","EUR",2504519,2017-08-22,15:00,42.08,42.08,42.08,42.08,17,2
"DE000A1TNV91","ADE","BITCOIN GROUP SE  O.N.","Common stock","EUR",2504520,2017-08-22,15:00,22.05,22.15,22.05,22.05,1000,3
"DE000A11QW50","ECX","EPIGENOMICS AG NA O.N.","Common stock","EUR",2504547,2017-08-22,15:00,4.123,4.126,4.123,4.126,187,2
"DE000A12UKK6","RKET","ROCKET INTERNET SE","Common stock","EUR",2504560,2017-08-22,15:00,18.795,18.795,18.795,18.795,211,1
"DE000A14ZT85","USPY","ETFS ISE CYBER SEC.GO DZ","ETF","EUR",2504597,2017-08-22,15:00,9.08,9.08,9.08,9.08,508,1
"DE000A161N30","GLJ","GRENKE AG NA O.N.","Common stock","EUR",2504606,2017-08-22,15:00,76.24,76.24,76.24,76.24,12,1
"DE000A1681X5","SNG","SINGULUS TECHNOL. EO 1","Common stock","EUR",2504610,2017-08-22,15:00,7.44,7.44,7.44,7.44,1,1
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2017-08-22,15:00,37.345,37.365,37.33,37.345,3480,26
"DE000A2DA588","MXHN","MAX AUTOMATION AG NA O.N.","Common stock","EUR",2504644,2017-08-22,15:00,7.329,7.33,7.329,7.33,2217,3
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2017-08-22,15:00,82.26,82.27,82.24,82.24,3988,20
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2017-08-22,15:00,109.05,109.05,108.95,108.95,6918,13
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2017-08-22,15:00,10.75,10.75,10.745,10.75,9035,15
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2017-08-22,15:00,9.445,9.448,9.445,9.448,9093,10
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2017-08-22,15:00,27.82,27.82,27.82,27.82,32,1
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.","Common stock","EUR",2504809,2017-08-22,15:00,37.785,37.785,37.76,37.78,335,6
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2017-08-22,15:00,75.17,75.17,75.15,75.15,179,6
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2017-08-22,15:00,69.3,69.3,69.3,69.3,100,1
"DE000LEG1110","LEG","LEG IMMOBILIEN AG NA O.N.","Common stock","EUR",2504814,2017-08-22,15:00,82.05,82.05,82.04,82.04,59,2
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2017-08-22,15:00,47.95,47.95,47.925,47.93,1213,18
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.","Common stock","EUR",2504848,2017-08-22,15:00,34.025,34.025,34.02,34.025,984,7
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO","Common stock","EUR",2504849,2017-08-22,15:00,11.635,11.64,11.625,11.63,4838,15
"DE000TLX1005","TLX","TALANX AG NA O.N.","Common stock","EUR",2504854,2017-08-22,15:00,35.655,35.665,35.655,35.66,1120,7
"DE000UNSE018","UN01","UNIPER SE  NA O.N.","Common stock","EUR",2504856,2017-08-22,15:00,20.86,20.87,20.86,20.87,1238,7
"DE000VTG9999","VT9","VTG AG O.N.","Common stock","EUR",2504857,2017-08-22,15:00,43.95,43.95,43.95,43.95,3,1
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2017-08-22,15:00,105.15,105.15,105.15,105.15,111,4
"DE000ZAL1111","ZAL","ZALANDO SE","Common stock","EUR",2504863,2017-08-22,15:00,40.03,40.03,40.03,40.03,283,2
"DE0002635307","EXSA","ISH.STOX.EUROPE 600 U.ETF","ETF","EUR",2504871,2017-08-22,15:00,37.53,37.53,37.53,37.53,9,1
"DE0003304002","SOW","SOFTWARE AG O.N.","Common stock","EUR",2504872,2017-08-22,15:00,36.73,36.735,36.7,36.7,1206,11
"DE0005089031","UTDI","UTD.INTERNET AG NA","Common stock","EUR",2504878,2017-08-22,15:00,49.99,50.01,49.985,50.01,416,4
"DE0005093108","AAD","AMADEUS FIRE AG","Common stock","EUR",2504879,2017-08-22,15:00,76.81,76.84,76.81,76.84,33,3
"DE0005103006","ADV","ADVA OPT.NETW.SE  O.N.","Common stock","EUR",2504881,2017-08-22,15:00,6.32,6.326,6.32,6.326,628,3
"DE0005111702","ZO1","ZOOPLUS AG","Common stock","EUR",2504885,2017-08-22,15:00,158,158.05,158,158.05,134,3
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2017-08-22,15:00,13.78,13.78,13.77,13.775,22075,17
"DE0005178008","SYT","SOFTING AG O.N.","Common stock","EUR",2504899,2017-08-22,15:00,11.01,11.01,11.01,11.01,200,1
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2017-08-22,15:00,79.48,79.52,79.48,79.52,1934,9
"DE0005190037","BMW3","BAY.MOTOREN WERKE  VZO","Common stock","EUR",2504901,2017-08-22,15:00,70.02,70.02,70.02,70.02,62,2
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2017-08-22,15:00,89.6,89.61,89.6,89.61,229,4
"DE0005201602","BEZ","BERENTZEN-GRP.AG","Common stock","EUR",2504907,2017-08-22,15:00,8.99,8.99,8.99,8.99,119,1
"DE0005232805","BDT","BERTRANDT AG O.N.","Common stock","EUR",2504918,2017-08-22,15:00,69.52,69.52,69.42,69.52,1359,13
"DE0005313704","AFX","CARL ZEISS MEDITEC AG","Common stock","EUR",2504922,2017-08-22,15:00,42.63,42.63,42.62,42.62,373,6
"DE0005403901","CWC","CEWE STIFT.KGAA  O.N.","Common stock","EUR",2504924,2017-08-22,15:00,75.33,75.33,75.29,75.29,28,2
"DE0005407100","CSH","CENIT AG O.N.","Common stock","EUR",2504925,2017-08-22,15:00,20.6,20.735,20.6,20.735,246,3
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2017-08-22,15:00,34.535,34.54,34.53,34.53,455,6
"DE0005408884","LEO","LEONI AG NA O.N.","Common stock","EUR",2504929,2017-08-22,15:00,52.95,52.98,52.95,52.98,240,5
"DE0005419105","COK","CANCOM SE O.N.","Common stock","EUR",2504930,2017-08-22,15:00,59.73,59.74,59.73,59.74,184,3
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2017-08-22,15:00,194.65,194.8,194.65,194.8,1380,14
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2017-08-22,15:00,63.63,63.63,63.62,63.62,159,3
"DE0005488100","ISR","ISRA VISION O.N.","Common stock","EUR",2504937,2017-08-22,15:00,151.05,151.05,151,151,33,2
"DE0005493092","BVB","BORUSSIA DORTMUND","Common stock","EUR",2504940,2017-08-22,15:00,6.946,6.946,6.946,6.946,275,1
"DE0005501357","SPR","A.SPRINGER SE VNA","Common stock","EUR",2504947,2017-08-22,15:00,53.62,53.62,53.62,53.62,18,1
"DE0005545503","DRI","DRILLISCH AG O.N.","Common stock","EUR",2504950,2017-08-22,15:00,55.57,55.57,55.57,55.57,84,1
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2017-08-22,15:00,89.88,89.88,89.87,89.87,209,2
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2017-08-22,15:00,35.235,35.245,35.23,35.245,5087,14
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2017-08-22,15:00,15.57,15.58,15.57,15.58,38325,17
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2017-08-22,15:00,98.53,98.53,98.53,98.53,63,1
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2017-08-22,15:00,15.49,15.49,15.49,15.49,1570,2
"DE0005772206","FIE","FIELMANN AG O.N.","Common stock","EUR",2504969,2017-08-22,15:00,70.72,70.72,70.72,70.72,72,1
"DE0005773303","FRA","FRAPORT AG FFM.AIRPORT","Common stock","EUR",2504970,2017-08-22,15:00,82.5,82.5,82.48,82.48,121,3
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2017-08-22,15:00,70.12,70.12,70.07,70.09,7371,31
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2017-08-22,15:00,79.54,79.55,79.53,79.55,362,10
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2017-08-22,15:00,47.71,47.715,47.71,47.715,238,3
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2017-08-22,15:00,89.77,89.79,89.77,89.79,844,4
"DE0005855183","MSAG","MS INDUSTRIE AG","Common stock","EUR",2504980,2017-08-22,15:00,3.973,3.973,3.973,3.973,1080,1
"DE0005895403","GMM","GRAMMER AG O.N.","Common stock","EUR",2504985,2017-08-22,15:00,44.15,44.17,44.07,44.07,1055,8
"DE0005909006","GBF","BILFINGER SE O.N.","Common stock","EUR",2504986,2017-08-22,15:00,35.515,35.52,35.515,35.515,164,2
"DE0005937007","MAN","MAN SE ST O.N.","Common stock","EUR",2504995,2017-08-22,15:00,94.18,94.2,94.18,94.2,424,6
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2017-08-22,15:00,81.13,81.13,81.06,81.06,2644,15
"DE0006048408","HEN","HENKEL AG+CO.KGAA ST O.N.","Common stock","EUR",2505003,2017-08-22,15:00,101.35,101.4,101.35,101.4,1052,5
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2017-08-22,15:00,66.8,66.8,66.79,66.8,2855,17
"DE0006070006","HOT","HOCHTIEF AG","Common stock","EUR",2505009,2017-08-22,15:00,152.3,152.3,152.3,152.3,107,7
"DE0006202005","SZG","SALZGITTER AG O.N.","Common stock","EUR",2505016,2017-08-22,15:00,36.8,36.81,36.8,36.8,1079,6
"DE0006229107","JEN","JENOPTIK AG O.N.","Common stock","EUR",2505023,2017-08-22,15:00,23.395,23.42,23.395,23.42,510,5
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2017-08-22,15:00,19,19,18.995,18.995,8615,6
"DE0006289309","EXX1","ISHS ESTXX BNKS.30-15 UC.","ETF","EUR",2505027,2017-08-22,15:00,12.945,12.945,12.945,12.945,2709,1
"DE0006305006","DEZ","DEUTZ AG O.N.","Common stock","EUR",2505037,2017-08-22,15:00,6.307,6.307,6.307,6.307,1007,1
"DE0006483001","LIN","LINDE AG O.N.","Common stock","EUR",2505043,2017-08-22,15:00,167.5,167.5,167.4,167.4,1586,8
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2017-08-22,15:00,92.32,92.38,92.3,92.32,2246,19
"DE0006602006","G1A","GEA GROUP AG","Common stock","EUR",2505051,2017-08-22,15:00,38.255,38.29,38.255,38.29,1215,7
"DE0006632003","MOR","MORPHOSYS AG O.N.","Common stock","EUR",2505055,2017-08-22,15:00,58.16,58.16,58.16,58.16,415,2
"DE0006636681","VQT","VA-Q-TEC AG NA O.N.","Common stock","EUR",2505056,2017-08-22,15:00,19.265,19.445,19.265,19.445,1259,9
"DE0006637200","MGN","MOLOGEN AG","Common stock","EUR",2505057,2017-08-22,15:00,2.088,2.088,2.088,2.088,842,2
"DE0006766504","NDA","AURUBIS AG","Common stock","EUR",2505060,2017-08-22,15:00,73.8,73.81,73.8,73.81,125,6
"DE0006969603","PUM","PUMA SE","Common stock","EUR",2505067,2017-08-22,15:00,349.5,350,349.35,349.35,267,25
"DE0007030009","RHM","RHEINMETALL AG","Common stock","EUR",2505071,2017-08-22,15:00,88.58,88.61,88.58,88.59,286,7
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2017-08-22,15:00,20.8,20.815,20.8,20.81,43942,24
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2017-08-22,15:00,60.78,60.79,60.78,60.79,1894,11
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2017-08-22,15:00,89.65,89.67,89.63,89.67,3333,14
"DE0007193500","SKB","KOENIG + BAUER AG ST O.N.","Common stock","EUR",2505081,2017-08-22,15:00,61.65,61.74,61.65,61.74,221,6
"DE0007231326","SIX2","SIXT SE ST O.N.","Common stock","EUR",2505085,2017-08-22,15:00,61.44,61.45,61.44,61.45,178,4
"DE0007251803","SAZ","STADA ARZNEIMITT. NA O.N.","Common stock","EUR",2505089,2017-08-22,15:00,76.6,76.6,76.58,76.58,1000,8
"DE0007257503","CEC","CECONOMY AG  ST O.N.","Common stock","EUR",2505090,2017-08-22,15:00,9.396,9.396,9.396,9.396,1050,2
"DE0007276503","YSN","SECUNET SECURITY AG O.N.","Common stock","EUR",2505093,2017-08-22,15:00,95.45,95.45,95.45,95.45,7,1
"DE0007297004","SZU","SUEDZUCKER AG  O.N.","Common stock","EUR",2505095,2017-08-22,15:00,18.34,18.34,18.34,18.34,277,2
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2017-08-22,15:00,68.94,68.95,68.94,68.95,476,3
"DE0007480204","DEQ","DEUTSCHE EUROSHOP AG O.N.","Common stock","EUR",2505102,2017-08-22,15:00,33.525,33.525,33.52,33.52,100,2
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2017-08-22,15:00,25.36,25.38,25.355,25.38,6558,15
"DE0007507501","WSU","WASHTEC AG O.N.","Common stock","EUR",2505106,2017-08-22,15:00,68.82,68.82,68.82,68.82,5,1
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2017-08-22,15:00,20.965,20.97,20.965,20.965,9212,13
"DE0008402215","HNR1","HANNOVER RUECK SE NA O.N.","Common stock","EUR",2505132,2017-08-22,15:00,104.8,104.8,104.8,104.8,76,1
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2017-08-22,15:00,183.25,183.25,183.25,183.25,306,2
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2017-08-22,15:00,177.9,177.9,177.9,177.9,357,4
"FI0009000681","NOA3","NOKIA OYJ EO-,06","Common stock","EUR",2505156,2017-08-22,15:00,5.29,5.29,5.29,5.29,4826,6
"GB00B128C026","AB1","AIR BERLIN PLC    EO -,25","Common stock","EUR",2505364,2017-08-22,15:00,0.402,0.402,0.402,0.402,1000,1
"GB0059822006","DLG","DIALOG SEMICOND.   LS-,10","Common stock","EUR",2505387,2017-08-22,15:00,37.885,37.94,37.885,37.94,2345,14
"IE00BM67HM91","XDW0","DB-XTR.MSCI WEIU(PD) 1CDL","ETF","EUR",2505455,2017-08-22,15:00,24.75,24.75,24.75,24.75,300,1
"IE00B5M1WJ87","SPYW","SPDR S+P EO DIV.ARIST.ETF","ETF","EUR",2505708,2017-08-22,15:00,23.72,23.72,23.72,23.72,1250,1
"IE0032895942","IBCD","IS DL CORP BD U.ETF DLD","ETF","EUR",2505801,2017-08-22,15:00,99.06,99.06,99.06,99.06,200,1
"IT0005239360","CRIN","UNICREDIT","Common stock","EUR",2505810,2017-08-22,15:00,17.64,17.64,17.64,17.64,41,1
"LU0061462528","RRTL","RTL GROUP","Common stock","EUR",2505811,2017-08-22,15:00,66.91,66.91,66.91,66.91,90,1
"LU0259321452","M9SB","M.A.-RICI AGRIC.IND.UETF","ETF","EUR",2505820,2017-08-22,15:00,72.47,72.47,72.47,72.47,60,1
"LU0775917882","GYC","GRAND CITY PROPERT.EO-,10","Common stock","EUR",2506054,2017-08-22,15:00,18.135,18.135,18.135,18.135,178,2
"LU1296758029","CCAP","CORESTATE CAPITAL HLDG","Common stock","EUR",2506149,2017-08-22,15:00,53.39,53.39,53.37,53.37,81,3
"NL0000235190","AIR","AIRBUS","Common stock","EUR",2506257,2017-08-22,15:00,71.31,71.32,71.31,71.31,232,2
"NL0011375019","SNH","STEINHOFF INT.HLDG.EO-,50","Common stock","EUR",2506267,2017-08-22,15:00,4.201,4.201,4.201,4.201,2912,1
"US02079K1079","ABEC","ALPHABET INC.CL C DL-,001","Common stock","EUR",2506423,2017-08-22,15:00,782.2,782.2,782.2,782.2,4,1
"US0231351067","AMZ","AMAZON.COM INC.    DL-,01","Common stock","EUR",2506427,2017-08-22,15:00,820.25,820.25,820.2,820.2,28,2
"US3682872078","GAZ","GAZPROM ADR SP./2 RL 5L 5","Common stock","EUR",2506491,2017-08-22,15:00,3.291,3.291,3.291,3.291,240,1
"US88160R1014","TL0","TESLA INC. DL -,001","Common stock","EUR",2506575,2017-08-22,15:00,287.8,287.8,287.8,287.8,5,1
"US92826C8394","3V64","VISA INC. CL. A DL -,0001","Common stock","EUR",2506594,2017-08-22,15:00,87.84,87.84,87.84,87.84,20,1
"DE000A2E4K43","DHER","DELIVERY HERO AG NA O.N.","Common stock","EUR",2518798,2017-08-22,15:00,27.605,27.665,27.605,27.665,576,4
"DE000A2E4T77","2HRA","H+R KGAA  INH. O.N.","Common stock","EUR",2528864,2017-08-22,15:00,12.02,12.02,12,12,152,3
"DE000BFB0019","B4B","METRO AG   ST O.N.","Common stock","EUR",2532386,2017-08-22,15:00,17.415,17.415,17.415,17.415,748,1
"DE000A2E4L42","S26A","PYROLYX AG   NA O.N.","Common stock","EUR",2549085,2017-08-22,15:00,11.945,11.945,11.945,11.945,170,1
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2017-08-22,15:01,16.89,16.89,16.86,16.86,1223,4
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2017-08-22,15:01,71.88,71.88,71.88,71.88,4,1
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2017-08-22,15:01,106.43,106.43,106.41,106.41,3924,2
"DE000A0B65S3","PA8","PAION O.N","Common stock","EUR",2504283,2017-08-22,15:01,2.808,2.812,2.808,2.808,100,2
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG","Common stock","EUR",2504287,2017-08-22,15:01,34.895,34.895,34.71,34.73,797,14
"DE000A0DNAY5","ACX","BET-AT-HOME.COM AG O.N.","Common stock","EUR",2504288,2017-08-22,15:01,103.55,103.55,103.45,103.45,209,3
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2017-08-22,15:01,11.875,11.885,11.875,11.885,1639,5
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-08-22,15:01,120.5,120.5,120.45,120.45,125,2
"DE000A0ETBQ4","MBB","MBB SE O.N.","Common stock","EUR",2504301,2017-08-22,15:01,96.92,96.92,96.92,96.92,9,1
"DE000A0F5UJ7","EXV1","IS.S.EU.600 BANK.U.ETF A.","ETF","EUR",2504306,2017-08-22,15:01,18.005,18.005,18.005,18.005,248,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2017-08-22,15:01,35.075,35.08,35.065,35.07,879,6
"DE000A0H08M3","EXH1","IS.S.E.600 OIL+G.U.ETF A.","ETF","EUR",2504330,2017-08-22,15:01,28.45,28.45,28.45,28.45,600,1
"DE000A0H08Q4","EXV3","ISH.S.EU.600 TEC.U.ETF A.","ETF","EUR",2504333,2017-08-22,15:01,40.11,40.11,40.11,40.11,221,1
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2017-08-22,15:01,50.42,50.43,50.4,50.4,342,3
"DE000A0JL9W6","VBK","VERBIO VER.BIOENERGIE  ON","Common stock","EUR",2504343,2017-08-22,15:01,10.86,10.875,10.86,10.87,1017,5
"DE000A0LAUP1","CE2","CROPENERGIES AG","Common stock","EUR",2504376,2017-08-22,15:01,9.332,9.332,9.332,9.332,700,2
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2017-08-22,15:01,12.415,12.42,12.405,12.41,2469,7
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2017-08-22,15:01,70.29,70.29,70.27,70.27,342,8
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2017-08-22,15:01,8.86,8.86,8.86,8.86,180,2
"DE000A0S8488","HHFA","HAMBURG.HAFEN U.LOG.A-SP","Common stock","EUR",2504409,2017-08-22,15:01,26.4,26.4,26.4,26.4,67,1
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2017-08-22,15:01,7.453,7.453,7.445,7.445,5445,13
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2017-08-22,15:01,28.08,28.085,28.08,28.085,258,3
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2017-08-22,15:01,45.985,45.985,45.955,45.955,423,5
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2017-08-22,15:01,189.9,189.9,189.9,189.9,787,9
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2017-08-22,15:01,52.04,52.04,52.04,52.04,90,1
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG AG","Common stock","EUR",2504492,2017-08-22,15:01,4.505,4.505,4.505,4.505,710,1
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2017-08-22,15:01,35.465,35.47,35.46,35.47,1671,5
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2017-08-22,15:01,70.72,70.72,70.7,70.71,2156,19
"DE000A1TNUT7","DBAN","DT.BETEILIG.AG   NA O.N.","Common stock","EUR",2504519,2017-08-22,15:01,42.085,42.095,42.085,42.095,128,5
"DE000A1YKTK4","GY3S","ETFS EQ.SEC.DZ/UNDATED","ETN","EUR",2504541,2017-08-22,15:01,1.848,1.848,1.848,1.848,20000,1
"DE000A13SX22","HLE","HELLA KGAA HUECK+CO. O.N.","Common stock","EUR",2504580,2017-08-22,15:01,46.48,46.48,46.47,46.47,200,4
"DE000A133ZR0","3QSS","BOOST ISSUER ETP 2062","ETN","EUR",2504581,2017-08-22,15:01,3.568,3.568,3.568,3.568,14000,1
"DE000A161440","AD1","AUDEN AG   INH.EO 1","Common stock","EUR",2504609,2017-08-22,15:01,0.477,0.477,0.476,0.477,2500,2
"DE000A2AE1R9","WTIC","WISDOMTR.ENH.CO.U.E.DLADZ","ETF","EUR",2504624,2017-08-22,15:01,8.665,8.665,8.665,8.665,300,1
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2017-08-22,15:01,82.24,82.25,82.22,82.22,7128,20
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2017-08-22,15:01,109,109,108.95,108.95,4287,10
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2017-08-22,15:01,10.75,10.755,10.75,10.75,9192,13
